标准答案,题干,选项A,选项B,选项C,选项D,选项E,,,
E,医德规范的一般内容不包括,救死扶伤，忠于医业,廉洁奉公，遵纪守法,互学互尊，团结协作,一视同仁，平等待患,实现利益最大化,,,
E,属于临床诊疗道德原则的是,正确原则,指导原则,诱导原则,理解原则,最优化原则,,,
A,符合药物治疗的道德要求是,对症下药，剂量安全,尽量周全，知情同意,灵活用药，免担风险,少用药物，节约费用,联合用药，观察疗效,,,
B,患者大热烦躁，口燥咽干，错语不眠，小便黄赤，舌红苔黄，脉数有力。治宜首选的方剂是,半夏泻心汤,黄连解毒汤,麻黄杏仁甘草石膏汤,白虎汤,犀角地黄汤,,,
B,患者牙痛牵引头疼，面颊发热，其齿喜冷恶热，口气热臭，口干舌燥，舌红苔黄，脉滑数。治宜首选的方剂是,泻白散,清胃散,左金丸,导赤散,龙胆泻肝汤,,,
A,患者往来寒热，胸胁苦满，呕不止，郁郁微烦，心下痞硬，舌苔黄，脉弦数有力。治宜首选的方剂是,大柴胡汤,小建中汤,葛根黄芩黄连汤,四逆汤,青蒿鳖甲汤,,,
A,患者面色萎白，语声低微，气短乏力，食少便溏，舌淡苔白，脉虚弱。治宜首选的方剂是,四君子汤,参苓白术散,补中益气汤,生脉散,四物汤,,,
A,女性，26岁，支气管哮喘病史13年，今晨上班途中因吸入汽车尾气突然发作，以喘憋、呼吸困难为主，伴心悸、乏力，遂急诊，为控制发作应首选的药物是,沙丁胺醇气雾剂,溴化异丙托品气雾剂,泼尼松口服,色甘酸钠,茶碱缓释片,,,
D,男性，37岁，十二指肠溃疡病史6年余，近日劳累后频发上腹疼痛，食欲不振，乏力，2小时前突感恶心，随后呕吐暗红色血性液体，量较大而急诊，应立即应用的止血药物是,止血环酸,垂体后叶素,安络血,奥美拉唑,血小板悬液,,,
C,男性，55岁，消化性溃疡病史15年，近2个月疼痛复发，经8周内科药物治疗无效，粪便隐血试验持续阳性，最可能的诊断是,胃溃疡活动,十二指肠溃疡活动,胃溃疡癌变,慢性胃体炎,慢性胃窦炎,,,
B,"女性，30岁，尿痛、尿频、尿急2天，伴发热、腰痛、恶心、呕吐，血压120/80mmHg,尿常规检査有红、白细胞及白细胞管型，其诊断可能是",急性膀胱炎,急性肾盂肾炎,慢性肾盂肾炎,急性肾炎,慢性肾炎,,,
B,"女性，48岁，反复尿频、尿急、尿痛、夜尿增多、低热1年余，近2天来高热，上述症状加剧入院。每次发作抗菌素治疗有效，既往有肺结核病史，血压165/95mmHg,尿蛋白（+）,白细胞8个/HP，静脉肾盂造影示肾盂肾盏瘢痕狭窄扩张，尿菌培养阴性，诊断最可能的",慢性肾小球肾炎,慢性肾盂肾炎,急性肾盂肾炎,肾结石,肾结核,,,
D,女性，20岁，因疲乏、无力、烦躁、易激动、注意力不集中等就诊，诊断为缺铁性贫血，支持该诊断检查结果是,血清铁浓度正常,总铁结合力降低,转铁蛋白饱和度升高,血清铁蛋白降低,骨髓铁染色弱阳性,,,
A,男性，56岁，身高175cm，体重75kg，因2个月内体重下降5kg而就诊，查空腹血糖7.9mmol/L，下列正确的是,可诊断糖尿病,应进行口服葡萄糖耐量试验,可诊断继发性糖尿病,可诊断糖耐量减低,应进行100g口服葡萄糖耐量试验,,,
B,女性，38岁，洗衣时突发右侧肢体活动不灵。查体：意识清，失语，二尖瓣区可闻及双期杂音，房颤，右侧偏瘫，上肢重于下肢，右偏身痛觉减退。最可能的诊断是,动脉缺血性脑梗死,脑栓塞,脑出血,蛛网膜下腔出血,可逆性缺血性神经功能缺失,,,
C,男性，39岁，发作时先觉胃部一股气体上升，并有咀嚼、吞咽动作，喃喃自语，走动，似在找东西，呼唤无反应，持续约4分钟。其癫痫的发作类型是,强直-阵挛性发作,失神发作,复杂部分性发作,脑缺血发作,假性发作,,,
B,患者因反复突然意识丧失、全身对称性抽搐被诊断为癫痫，为确诊最重要的检查是,脑血管造影,脑电图,脑血流图,脑CT,脑脊液检查,,,
E,男，40岁，患风心病5年，近来心悸、胸闷痛、气短、下肢浮肿、尿少。数分钟前突然晕倒，意识丧失，皮肤苍白，唇绀，大动脉搏动触不到，呼吸停止，其原因是,急性右心衰竭,急性左心衰竭,癫痫大发作,脑栓塞,心脏性猝死,,,
B,患者男性，25岁。踢足球后淋雨，晚上突然寒战，高热，伴全身肌肉酸痛，右胸痛，深呼吸时加重，咳嗽，咳少量铁锈色痰。查体:急性病容，口角有疱疹，体温39.5℃脉搏100次/分，右肺触觉语颤增强，叩诊呈油音，可闻及支气管呼吸音。实验室检查WBC:21x10，中性粒细胞0.90，核左移。考虑最可能的诊断是,胸膜炎,肺炎链球菌肺炎,流行性感冒,支气管肺炎,急性肺脓肿,,,
C,患者男性，25岁。踢足球后淋雨，晚上突然寒战，高热，伴全身肌肉酸痛，右胸痛，深呼吸时加重，咳嗽，咳少量铁锈色痰。查体:急性病容，口角有疱疹，体温39.5℃脉搏100次/分，右肺触觉语颤增强，叩诊呈油音，可闻及支气管呼吸音。实验室检查WBC:21x10，中性粒细胞0.90，核左移。最有助于确诊的检査是,白细胞计数,X线透视,痰病原学检查,纤维支气管镜,血沉,,,
A,患者男性，25岁。踢足球后淋雨，晚上突然寒战，高热，伴全身肌肉酸痛，右胸痛，深呼吸时加重，咳嗽，咳少量铁锈色痰。查体:急性病容，口角有疱疹，体温39.5℃脉搏100次/分，右肺触觉语颤增强，叩诊呈油音，可闻及支气管呼吸音。实验室检查WBC:21x10，中性粒细胞0.90，核左移。治疗应首选的药物,青霉素,红霉素,甲硝唑,氧氟沙星,头孢唑啉钠,,,
C,患者因突然发热、畏寒、大面积皮肤黏膜瘀斑就诊，诊断为急性型特发性血小板减少性紫癜，行骨髓检查支持诊断的结果是,骨髓巨核细胞减少,骨髓幼稚型巨核细胞减少,骨髓幼稚型巨核细胞比例增加,骨髓颗粒型巨核细胞比例减少,骨髓颗粒型巨核细胞比例增加,,,
D,患者因突然发热、畏寒、大面积皮肤黏膜瘀斑就诊，诊断为急性型特发性血小板减少性紫癜，此时血常规示血小板数量可能是,100×109/L,50×109/L,30×109/L,10×109/L,40×109/L,,,
A,患者因突然发热、畏寒、大面积皮肤黏膜瘀斑就诊，诊断为急性型特发性血小板减少性紫癜，治疗首选的药物是,甲泼尼龙,环磷酰胺,硫唑嘌呤,达那唑,司坦唑,,,
E,"男性,28岁,慢性腹泻3年余,大便4-5次/日,常带少量脓血,多次大便培养阴性,纤维结 肠镜检査见乙状结肠、直肠黏膜弥漫性充血,散在浅溃疡,该患者最可能的诊断是",慢性细菌性痢疾,肠易激综合征,克罗恩病,结肠癌,溃疡性结肠炎,,,
C,男性，29岁，慢性腹泻3年余，大便4~5次/日，近日劳累后病情加重，大便增加至7~9次/日，多为肉眼脓血便，伴腹痛及发热，排便后腹痛可缓解，已应用柳氮磺吡啶治疗，症状缓解不佳，应给予的进一步治疗是,克拉霉素,诺氟沙星,泼尼松,环孢素A,环磷酰胺,,,
C,下列哪项不符合患者溃疡性结肠炎紧急手术的指征,反复严重出血,肠穿孔,并发癌变,伴有严重毒血症状者,重型患者合并中毒性巨结肠经内科治疗无效,,,
B,主治肝肾阴虚，肝气郁滞证的方剂是,大补阴丸,一贯煎,百合固金汤,地黄饮子,六味地黄丸,,,
D,主治喑痱证的方剂是,大补阴丸,一贯煎,百合固金汤,地黄饮子,六味地黄丸,,,
D,咳嗽气喘，咽喉不利，咳唾涎沫，口干咽燥，手足心热，舌红少苔，脉虚数，应选用,桑杏汤,泻白散,止嗽散,麦门冬汤,桑菊饮,,,
A,干咳少痰，痰粘难吐，咽干鼻燥，身热不甚，口渴，舌红，脉浮数，应选用,桑杏汤,泻白散,止嗽散,麦门冬汤,桑菊饮,,,
C,面色萎白，语声低微，四肢乏力，食少便溏，舌质淡，脉虚弱。治疗应首选,归脾汤,炙甘草汤,四君子汤,六味地黄丸,四物汤,,,
D,具有消导化积，清热利湿功用的方剂是,保和丸,贝母瓜蒌散,清气化痰丸,枳实导滞丸,半夏白术天麻汤,,,
C,具有清热化痰，理气止咳功用的方剂,保和丸,贝母瓜蒌散,清气化痰丸,枳实导滞丸,半夏白术天麻汤,,,
B,小青龙汤的组成药物中含有,杏仁,细辛,熟地黄,石膏,黄连,,,
B,九味羌活汤的组成药物中含有,杏仁,细辛,熟地黄,石膏,黄连,,,
D,大柴胡汤中的主治病证是,往来寒热，胸胁苦满，舌苔薄白，脉弦,寒热如疟，胸胁胀痛，舌红苔白腻，脉弦数有力,身热下利，胸脘灼热，舌红苔黄，脉数,往来寒热，胸胁苦满，苔黄，脉弦数有力,憎寒壮热，胸膈痞闷，舌苔黄腻，脉数有力,,,
E,防风通圣散的主治病证是,往来寒热，胸胁苦满，舌苔薄白，脉弦,寒热如疟，胸胁胀痛，舌红苔白腻，脉弦数有力,身热下利，胸脘灼热，舌红苔黄，脉数,往来寒热，胸胁苦满，苔黄，脉弦数有力,憎寒壮热，胸膈痞闷，舌苔黄腻，脉数有力,,,
E,缺铁性贫血是,大红细胞型,正常红细胞型,靶形红细胞型,小细胞正常色素型,小细胞低色素型,,,
B,再生障碍性贫血是,大红细胞型,正常红细胞型,靶形红细胞型,小细胞正常色素型,小细胞低色素型,,,
C,中暑热射病的发生机制是,头部受热辐射后颅内温度急升,对高温环境不适应，血管扩张,受大量热辐射后体温急剧升高,高温环境中大量出汗失钠,周围循环衰竭,,,
B,中暑热衰竭的发生机制是,头部受热辐射后颅内温度急升,对高温环境不适应，血管扩张,受大量热辐射后体温急剧升高,高温环境中大量出汗失钠,周围循环衰竭,,,
D,治疗脑梗死，具有抗凝作用的药物是,阿司匹林,组织型纤溶酶原激活剂,甘露醇,低分子肝素,巴曲酶,,,
E,治疗脑梗死，具有降纤作用的药物是,阿司匹林,组织型纤溶酶原激活剂,甘露醇,低分子肝素,巴曲酶,,,
B,肺炎球菌肺炎，常伴有,干咳无痰,咳铁锈色痰,咳吐大量鲜血,咳大量脓痰,咳粉红色泡沫痰,,,
C,胃溃疡疼痛的特点是,进餐后2小时疼痛,疼痛无固定时间,进食后1小时内疼痛,进食后2-4小时疼痛,进餐前2小时疼痛,,,
D,十二指肠溃疡疼痛的特点是,进餐后2小时疼痛,疼痛无固定时间,进食后1小时内疼痛,进食后2-4小时疼痛,进餐前2小时疼痛,,,
B,气胸患者病变部位的叩诊音是,浊音,鼓音,清音,过清音,实音,,,
E,大量胸腔积液患者病变部位的叩诊音是,浊音,鼓音,清音,过清音,实音,,,
C,正常人尿中可以偶见的管型是,白细胞管型,上皮细胞管型,透明管型,蜡样管型,红细胞管型,,,
A,主要见于肾盂肾炎的管型是,白细胞管型,上皮细胞管型,透明管型,蜡样管型,红细胞管型,,,
E,胸痛伴吞咽困难见于,急性心包炎,支气管扩张,蚕豆病,糖尿病,食管癌,,,
E,胸痛伴呼吸困难见于,食管疾病,气管、支气管、肺或胸膜疾病,肺炎、肺脓肿、肺梗死或支气管肺癌,急性心肌梗死、夹层动脉瘤或大块肺栓塞,肺炎链球菌肺炎、自发性气胸、肺结核、心绞痛,,,
D,急性胃炎的临床表现是,呕吐物为隔餐食物，带腐臭味,喷射状呕吐,呕吐物为血液,呕吐物为大量黏液及食物,呕吐物为黄绿色，带粪臭味,,,
E,急性胆囊炎的临床表现是,呕吐物为隔餐食物，带腐臭味,喷射状呕吐,呕吐物为血液,呕吐物为大量黏液及食物,呕吐物为黄绿色，带粪臭味,,,
D,重度二尖瓣狭窄X线检查显示,右心室增大,右心房增大,左心房增大,左心房右心室明显增大,左心室增大,,,
E,主动脉瓣关闭不全X线检查显示,右心室增大,右心房增大,左心房增大,左心房右心室明显增大,左心室增大,,,
C,明确上消化道出血病因的首选检查为,血液检查,粪便隐血实验,胃镜检查,选择性腹腔动脉造影,X线钡餐检查,,,
D,疑为血管病变引起上消化道出血应选的检查为,血液检查,粪便隐血实验,胃镜检查,选择性腹腔动脉造影,X线钡餐检查,,,
A,符合“功利论”的是,认为人的本性就是追求快乐和幸福,研究和探讨人应该具有什么样的美德和品格,人道主义思想在医学领域中的具体体现,强调人的责任、义务,生命神圣与生命质量统一,,,
D,符合“道义论”的是,认为人的本性就是追求快乐和幸福,研究和探讨人应该具有什么样的美德和品格,人道主义思想在医学领域中的具体体现,强调人的责任、义务,生命神圣与生命质量统一,,,
B,符合“人道论”的是,继承发展了历史上幸福论和快乐主义的伦理传统,认为人的生命是宝贵的，人的生命和尊严具有最高的价值，应当受到尊重,将生命的内在价值和外在价值统一起来,强调医务人员的责任和义务,研究和探讨人应该具有什么样的美德和品格,,,
E,符合“美德论”的是,继承发展了历史上幸福论和快乐主义的伦理传统,认为人的生命是宝贵的，人的生命和尊严具有最高的价值，应当受到尊重,将生命的内在价值和外在价值统一起来,强调医务人员的责任和义务,研究和探讨人应该具有什么样的美德和品格,,,
D,呕血伴黄疸、寒战、高热的是,消化性溃疡,肝硬化门静脉高压,急性再生障碍性贫血,急性梗阻性化脓性胆管炎,急性传染病,,,
B,呕血伴肝掌、脾肿大的是,消化性溃疡,肝硬化门静脉高压,急性再生障碍性贫血,急性梗阻性化脓性胆管炎,急性传染病,,,
B,病变肺部叩诊浊音，语颤增强，闻及支气管呼吸音，常见于,支原体肺炎,肺炎链球菌肺炎,慢性支气管炎急性发作期,支气管哮喘,支气管扩张症,,,
D,发作时两肺广泛哮鸣音，缓解后哮鸣音消失，常见于,支原体肺炎,肺炎链球菌肺炎,慢性支气管炎急性发作期,支气管哮喘,支气管扩张症,,,
E,患者胸胁胀闷，嗳气食少，每因抑郁恼怒之时，发生腹痛泄泻，舌淡红，脉弦其治法是,泻肝和胃,疏肝和胃,调理脾胃,疏肝理气,抑肝扶脾,,,
D,患者咳逆阵作，痰中带血，时时汗出，胸胁胀痛，口苦咽干，烦躁易怒，口苦，舌质红，苔薄黄，脉弦数。其诊断是,肺痈成痈期,咳嗽痰热郁肺证,肺痨阴虚火旺证,咳血肝火犯肺证,喘证肺气郁痹证,,,
C,患者，男性，43岁。喘逆上气，咳痰不爽，痰质稠、色黄，恶寒身热，无汗，舌红苔黄，脉浮滑而数。治疗应首选,银翘散,桑白皮汤,麻杏石甘汤,黄连解毒汤,清金化痰汤,,,
A,患者3个月前患悬饮，经积极治疗，饮邪已退病情好转。现仍胸胁灼痛，呼吸不畅，闷咳，天阴时明显，舌暗苔薄，脉弦。治疗应首选,香附旋覆花汤,柴胡疏肝散,柴枳半夏汤,小柴胡汤,栝蒌薤白白酒汤,,,
B,钱某，男，50岁。反复脘闷2年，脘腹痞闷，嘈杂，饥不欲食，恶心嗳气，口燥咽干，大便秘结，舌红少苔，脉细数。其证候诊断是,肝胃不和证,胃阴不足证,饮食内停证,湿热阻胃证,痰湿中阻证,,,
A,孙某，男，39岁，胸闷反复发作2年。近日来，胸闷重而心痛微，痰多气短，肢体沉重，倦怠乏力，纳呆便溏，舌体胖大且边有齿痕，苔白滑，脉滑。其治疗应首选方剂是,栝蒌薤白半夏汤合涤痰汤,生脉散合人参养荣汤,半夏厚朴汤合黄连温胆汤,参苓白术散合二陈汤,枳实薤白桂枝汤合当归四逆汤,,,
C,张某，男，65岁。反复咳喘10余年。胸部膨满，憋闷如塞，短气喘息，稍劳即著，咳嗽痰多，色白黏腻，脘痞纳少，倦怠乏力，舌暗，苔薄腻，脉小滑。其诊断是,肺胀之痰热郁肺证,喘证之痰浊壅肺证,肺胀之痰浊壅肺证,肺胀之肺肾气虚证,肺胀之阳虚水泛证,,,
E,孙某，男，22岁，反复发作气急痰鸣8年余。半小时前因外出感寒后，又出现喉中痰鸣如吼，喘而气粗息涌，咳痰色黄，黏浊稠厚，排吐不利，口苦，口渴喜饮，汗出，身热，舌苔黄腻，质红，脉滑数。其诊断是,哮病发作期风痰哮证,喘证痰热郁肺证,哮病发作期寒包热哮证,喘证表寒肺热证,哮病发作期热哮证,,,
A,患者，男，55岁，头痛疼痛日久，其痛如锥刺，固定不移，舌质紫，脉细涩。其证候是,瘀血,肝阳,痰浊,血虚,肾虚,,,
B,患者，女，39岁，眩晕，头晕头重，视物不清，胸闷呕恶，食少多寐，舌苔白腻，脉濡滑。治法宜用,补益气血，调养心脾,化痰祛湿，健脾和胃,祛瘀生新，活血通窍,滋养肝肾，益精填髓,以上均非,,,
