学科,题干,标准答案,选项A,选项B,选项C,选项D,选项E
中医内科,患者头痛而胀，甚则头胀如裂，恶风发热，面红目赤，口渴喜饮，大便不畅，溲赤，舌尖红，苔薄黄，脉浮数。证属,B,风寒头痛,风热头痛,风湿头痛,肝阳头痛,瘀血头痛
中医内科,痰浊头痛的特征为,B,头昏胀痛,头痛昏蒙,头痛如裹,头痛且空,头痛而晕
中医内科,肾虚头痛的特征为,D,头昏胀痛,头痛昏蒙,头痛如裹,头痛且空,头痛而晕
中医内科,血虚头痛的特征为,E,头昏胀痛,头痛昏蒙,头痛如裹,头痛且空,头痛而晕
中医内科,风湿头痛的代表方宜首选,C,通窍活血汤,川芎茶调散,羌活胜湿汤,加味四物汤,大补元煎
中医内科,肾虚头痛的代表方宜首选,E,通窍活血汤,川芎茶调散,羌活胜湿汤,加味四物汤,大补元煎
中医内科,瘀血头痛的代表方宜首选,A,通窍活血汤,川芎茶调散,羌活胜湿汤,加味四物汤,大补元煎
中医内科,眩晕的治疗原则是,A,补虚泻实，调整阴阳,滋养肝肾，补气行血,清肝泻火，降逆化痰,平肝潜阳，养心安神,以上均不是
中医内科,下列哪项不是眩晕肝阳上亢证的主症,E,头痛,面赤,烦躁,口苦,呕吐
中医内科,治疗痰湿中阻之眩晕的主方应选,B,二陈汤,半夏白术天麻汤,天麻钩藤饮,异功散,参苓白术散
中医内科,眩晕的特点是,D,坐立不安,头重如蒙,头痛头胀,头晕眼花,恶心呕吐
中医内科,眩晕常见的病理因素有,E,风痰,风火痰,气火痰,风火痰气,风火痰瘀
中医内科,患者眩晕日久不愈，精神萎靡，腰酸膝软，少寐多梦，健忘，两目干涩，视力减退，或遗精，滑泄，耳鸣，齿摇，或颧红咽干，五心烦热，舌红少苔，脉细数。治疗应以下列何方为主,A,左归丸,右归丸,六味地黄丸,知柏地黄丸,黄连阿胶汤
中医内科,患者眩晕，头重昏蒙，或伴视物旋转，胸闷恶心，呕吐痰涎，食少多寐，舌苔白腻，脉濡滑。治宜选用,E,天麻钩藤饮,黄连温胆汤,藿香正气散,半夏厚朴汤,半夏白术天麻汤
中医内科,患者突发眩晕，耳鸣，头目胀痛，口苦，失眠多梦，遇烦劳、郁怒而加重，甚则仆倒，颜面潮红，急躁易怒，肢麻震颤，舌红苔黄，脉弦或数。证属,D,肝肾亏虚,痰火上扰,痰瘀阻窍,肝阳上亢,气血亏虚
中医内科,眩晕头痛，兼见健忘，失眠，心悸，精神不振，耳鸣耳聋，面唇紫暗，舌暗有瘀斑，脉涩或细涩。证属,E,肝阳上亢证,气血亏虚证,痰湿中阻证,肾精不足证,瘀血阻窍证
中医内科,眩晕动则加剧，劳累即发，面色,B,肝阳上亢证,气血亏虚证,痰湿中阻证,肾精不足证,瘀血阻窍证
中医内科,眩晕，耳鸣，头目胀痛，口苦，失眠多梦，遇烦劳郁怒而加重，甚则仆倒，颜面潮红，急躁易怒，肢麻震颤，舌红苔黄，脉弦或数。证属,A,肝阳上亢证,气血亏虚证,痰湿中阻证,肾精不足证,瘀血阻窍证
中医内科,眩晕肝阳上亢证的代表方宜首选,A,天麻钩藤饮,归脾汤,左归丸,半夏白术天麻汤,通窍活血汤
中医内科,眩晕痰湿中阻证的代表方宜首选,D,天麻钩藤饮,归脾汤,左归丸,半夏白术天麻汤,通窍活血汤
中医内科,眩晕肾精不足证的代表方宜首选,C,天麻钩藤饮,归脾汤,左归丸,半夏白术天麻汤,通窍活血汤
中医内科,治疗中风中经络风阳上扰证，首选的方剂是,D,解语丹,地黄饮子,羚角钩藤汤,天麻钩藤饮,镇肝息风汤
中医内科,下列各项，属于中风与痉证鉴别要点的是,E,发作时有无四肢厥冷,发作时有无口吐白沫,发作时有无神志昏迷,发作时有无四肢抽搐,神昏与抽搐出现的前后
中医内科,下列各项，属于中风先兆症状的是,B,头痛、恶心呕吐、眼球震颤,头晕、头痛、一侧肢体麻木,鼻痒、喷嚏、胸闷,高热、寒战,眩晕、胸闷
中医内科,中风的病理因素是,E,痰、气、火、瘀,风、痰、湿、瘀,风、火、气、瘀,火、湿、痰、瘀,风、火、痰、瘀
中医内科,中风的基本病机是,D,痰火上逆，扰动清窍,外邪阻滞经络，脑窍失养,阴阳失调，神机逆乱,阴阳失调，气血逆乱，上犯于脑,脑髓空虚，清窍失养
中医内科,下列哪项不是中风的主症,D,猝然昏仆,半身不遂,口眼歪斜,四肢抽搐,语言不利
中医内科,中风的病理因素为,D,风痰气,风痰瘀,痰火瘀,风火痰瘀,风火痰
中医内科,补阳还五汤适用于中风何证型,C,气血亏虚,肝肾阴虚,气虚络瘀,风痰阻络,肾虚精亏
中医内科,中风与厥证的区别是有无,E,神昏,肢厥,口吐涎沫,牙关紧闭,后遗症
中医内科,中风的好发年龄是,B,30岁以上,40岁以上,50岁以上,60岁以上,70岁以上
中医内科,中风阳闭和阴闭的区别在于有无,B,痰浊,火热,血瘀,气滞,肝风
中医内科,下列哪项不是中风中经络的主症,A,卒然昏仆,半身不遂,口眼歪斜,语言不利,手足拘挛
中医内科,中风中脏腑脱证的治法是,E,养血祛风通络,平肝潜阳，活血通络,熄风清火，豁痰开窍,化痰熄风，宣郁开窍,回阳救阴，益气固脱
中医内科,中风中脏腑痰火瘀闭的治法是,C,养血祛风通络,平肝潜阳，活血通络,熄风清火，豁痰开窍,化痰熄风，宣郁开窍,回阳救阴，益气固脱
中医内科,中经络风阳上扰证的治法是,B,养血祛风通络,平肝潜阳，活血通络,熄风清火，豁痰开窍,化痰熄风，宣郁开窍,回阳救阴，益气固脱
中医内科,下列哪项不是癫狂证的主症,D,语无伦次,躁妄打骂,喜怒无常,流涎抽搐,神志痴呆
中医内科,狂证的病机是,D,痰气郁结，蒙蔽神机,心脾气结，郁而生痰,气郁化火，炼液为痰,痰火上扰，神明失主,气郁化火，上扰心神
中医内科,狂证痰火扰神证治疗方剂宜选,B,滚痰丸,生铁落饮,清气化痰丸,顺气导痰汤,温胆汤
中医内科,二阴煎用于,D,癫证痰气郁结证,癫证心脾两虚证,狂证痰火扰神证,狂证火盛阴伤证,狂证痰热瘀结证
中医内科,癫狂的病理因素以何者为先,B,痰凝,气郁,火郁,血瘀,痰气郁结
中医内科,癫狂的病位最主要是在,A,心,肺,脾,胆,肾
中医内科,下列哪项不是狂证的特征,D,精神亢奋,狂躁不安,喧扰不宁,语无伦次,动而多怒
中医内科,患者精神抑郁，表情淡漠，神志痴呆，语无伦次，不思饮食，舌苔腻，脉弦滑。其证候是,B,肝气郁结,痰气郁结,痰火上扰,风痰闭阻,痰浊壅塞
中医内科,患者喧扰不宁，躁妄打骂，动而多怒。其诊断是,B,癫证,狂证,痛证,痉证,中风
中医内科,患者沉默痴呆，语无伦次，静而多喜。其诊断是,A,癫证,狂证,痛证,痉证,中风
中医内科,精神抑郁，表情淡漠，沉默痴呆，时时太息，言语无序，或喃喃自语，多疑多虑，喜怒无常，秽洁不分，不思饮食，舌红苔腻而白，脉弦滑,A,癫证痰气郁结证,癫证心脾两虚证,狂证痰火扰神证,狂证痰热瘀结证,狂证火盛阴伤证
中医内科,素有性情急躁，头痛失眠，两目怒视，面红目赤，不避亲疏，逾垣上屋，或毁物伤人，气力逾常，不食不眠。舌质红绛，苔多黄腻或黄燥而垢，脉弦大滑数,C,癫证痰气郁结证,癫证心脾两虚证,狂证痰火扰神证,狂证痰热瘀结证,狂证火盛阴伤证
中医内科,癫狂久延，时作时止，有疲惫之象，形瘦，面红而秽，口于便难，舌尖红无苔，有剥裂，脉细数,E,癫证痰气郁结证,癫证心脾两虚证,狂证痰火扰神证,狂证痰热瘀结证,狂证火盛阴伤证
中医内科,狂证痰火扰神证的代表方是,A,生铁落饮,癫狂梦醒汤,顺气导痰汤,二阴煎合琥珀养心丹,天王补心丹
中医内科,狂证痰热瘀结证的代表方是,B,生铁落饮,癫狂梦醒汤,顺气导痰汤,二阴煎合琥珀养心丹,天王补心丹
中医内科,狂证火盛阴伤证的代表方是,D,生铁落饮,癫狂梦醒汤,顺气导痰汤,二阴煎合琥珀养心丹,天王补心丹
中医内科,风痰闭阻之痫证的治法是,A,涤痰息风，开窍定痫,清肝泻火，化痰开窍,涤痰开窍，化瘀通络,息风开窍，化痰定志,化痰通络，镇心安神
中医内科,痫病瘀阻脑络证的治法为,C,理气化痰，活血化瘀,行气解郁，化瘀通络,活血化瘀，熄风通络,活血化瘀，开窍醒神,理气化痰，醒脑通窍
中医内科,痫病心肾亏虚证的代表方为天王补心丹合,A,左归丸,右归丸,八珍汤,左归饮,右归饮
中医内科,痫病风痰闭阻证的代表方为,D,天麻钩藤饮,滚痰丸,顺气导痰汤,定痫丸,二陈汤
中医内科,痫病发病中以何邪最为重要,C,火邪,湿邪,痰邪,热邪,寒邪
中医内科,患者突然跌倒，神志不清，口吐涎沫，两目上视，四肢抽搐，口中如作猪羊叫声，移时苏醒，舌苔白腻，脉弦滑。治疗应首选,A,定痫丸,导痰汤,二阴煎,涤痰汤,控涎丹
中医内科,患者，男，50岁。昏仆抽搐吐涎，两目上视，口中如作猪羊叫，平时隋绪急躁，心烦失眠，咯痰不爽，口苦而干，舌红苔黄腻，脉弦滑数。治疗应首选,D,知柏地黄丸合定痫丸,天王补心丹合定痫丸,顺气导痰汤合二阴煎,龙胆泻肝汤合涤痰汤,滋水清肝饮合定痫丸
中医内科,刘某，女，34岁。有痫证病史16年。近1年来，痫证发作日益频繁，自觉发作后神疲乏力，平素头晕目眩，心悸，失眠多梦，纳呆，大便溏薄，舌苔腻，脉细弱无力。治法当为,A,补益气血，健脾宁心,补益心肾，健脾化痰,健脾补肾，健脑宁神,平肝健脾，补肾宁神,平肝熄风，健脾补肾
中医内科,突然昏仆，并伴有口眼斜偏瘫等症，神昏时间较长，苏醒后有偏瘫口眼斜及失语等后遗症。此为,E,痫证,眩晕,厥证,昏迷,中风
中医内科,头晕目眩，视物旋转不定，甚则不能站立，耳鸣，但无神志异常的表现。此为,B,痫证,眩晕,厥证,昏迷,中风
中医内科,突然昏仆，不省人事，但发作时间短暂，且发作时常伴有号叫抽搐口吐涎沫两目上视小便失禁等。常反复发作，每次症状均相类似，苏醒缓解后可如常人。此为,A,痫证,眩晕,厥证,昏迷,中风
中医内科,痫病频发，神思恍惚，心悸，健忘失眠，头晕目眩，两目干涩，面色晦暗，耳轮焦枯，腰膝酸软，大便干燥，舌质淡红，脉沉细而数,E,风痰闭阻证,痰火扰神证,瘀阻脑络证,心脾两虚证,心肾亏虚证
中医内科,发病前常有眩晕头昏胸闷乏力痰多，见突然跌倒，神志不清，抽搐吐涎，或伴尖叫与二便失禁，舌质红，苔白腻，脉多弦滑有力,A,风痰闭阻证,痰火扰神证,瘀阻脑络证,心脾两虚证,心肾亏虚证
中医内科,发作时昏仆抽搐，吐涎或有吼叫，心烦失眠，咯痰不爽，口苦咽干，便秘溲黄，彻夜难眠，目赤，舌红苔黄腻，脉弦滑而数,B,风痰闭阻证,痰火扰神证,瘀阻脑络证,心脾两虚证,心肾亏虚证
中医内科,突然仆倒，昏迷时间长，醒后常有半身不遂,B,痫病,中风,厥证,痉证,痿证
中医内科,突然仆倒，两目上视，四肢抽搐，口吐涎沫,A,痫病,中风,厥证,痉证,痿证
中医内科,突然仆倒，身体强直，角弓反张,D,痫病,中风,厥证,痉证,痿证
中医内科,痴呆痰浊蒙窍证，若风痰瘀阻，应选用的方剂是,D,二陈汤,黄连温胆汤,半夏厚朴汤,半夏白术天麻汤,天麻钩藤饮
中医内科,痴呆的辨证中，应首辨的要点是,D,外感内伤,病情轻重,标本虚实,先天与后天,病变脏腑
中医内科,下列选项中，不属于痴呆诊断依据的是,B,无理由地欣快，易于激动或暴怒,精神错乱，语无伦次，静而多喜,记忆力减退，理解力下降,性情孤僻，表情淡漠，语言重复,抽象思维能力下降
中医内科,脾肾两虚型痴呆的治法是,E,补肾益髓，填精养神,健脾化浊，豁痰开窍,活血化瘀，开窍醒脑,益气养血，清心宣窍,补肾健脾，益气生精
中医内科,痴呆与健忘的鉴别关键是痴呆有,C,善忘前事,善忘后事,表情呆滞,神志障碍,沉默寡言
中医内科,痴呆的基本病机为,E,心气虚衰，心血不足,以虚为本，虚实夹杂,气机不畅，血行瘀滞,肾精亏损，痰蒙清窍,髓减脑消，神机失用
中医内科,痴呆的病位在,A,脑,心,肝,脾,肾
中医内科,患者，女性，32岁，症见表情呆钝，智力衰退，头晕耳鸣，懈怠思卧，齿枯发焦，腰膝酸软，步履艰难，舌瘦色淡，苔薄白，脉沉细，方药宜用,C,洗心汤,还少丹,七福饮,通窍活血汤,涤痰汤
中医内科,患者表情呆钝，智力衰退，或终日无语，不思饮食，脘腹胀满，口多涎沫，头重如裹，舌质淡，苔白腻，脉滑。治宜选用,E,还少丹,洗心汤,七福饮,转呆丹,涤痰汤
中医内科,治疗痴呆髓海不足证，应首选,A,七福饮,还少丹,转呆丹,知柏地黄丸,河车大造丸
中医内科,治疗痴呆脾肾两虚证，应首选,B,七福饮,还少丹,转呆丹,知柏地黄丸,河车大造丸
中医内科,由于髓减脑消，神机失用所致的以呆傻愚笨为主要临床表现的疾病是,D,健忘,癫病,郁病,痴呆,狂病
中医内科,记忆力差，遇事善忘为,A,健忘,癫病,郁病,痴呆,狂病
中医内科,胃痛的治疗，主要是,C,调肝理气止痛,调肝和胃止痛,理气和胃止痛,调理脾胃止痛,调肝理脾止痛
中医内科,胃痛与腹痛的主要鉴别要点是,B,疼痛的病因,疼痛的部位,疼痛的病程,疼痛的时间,疼痛的性质
中医内科,与胃痛关系最为密切的脏腑是,B,肝、脾、胆,肝、脾、胃,肝、脾、肾,肺、脾、胃,肺、肝、胃
中医内科,下列症状对胃痛和腹痛的鉴别诊断最具有价值者为,A,疼痛的部位,疼痛的性质,疼痛的持续时间,疼痛的兼症,疼痛的诱因
中医内科,胃痛发病的关键病机是,D,气虚,气怯,气陷,气滞,气逆
中医内科,外邪犯胃胃痛的发病以何邪最为常见,C,风邪,暑邪,寒邪,湿邪,热邪
中医内科,阴虚胃痛的主要病机是,B,胃失温养,胃失濡养,气机不畅,胃腑积滞,瘀血内停
中医内科,胃痛的主要病变脏腑在胃，与哪些脏腑关系最密切,B,肝肾,肝脾,胆肾,脾肾,心肺
中医内科,患者，男性，31岁，胃痛暴作，恶寒喜暖，脘腹得温则痛减，口淡不渴，喜热饮，舌苔薄白，脉弦紧。治疗应首选,E,藿朴夏苓汤,桂枝汤,小建中汤,黄芪建中汤,良附丸
中医内科,患者，男，18岁。昨日饱餐后出现胃脘胀痛，嗳腐吞酸，大便不爽，舌苔厚腻，脉弦滑。治疗应首选,A,保和丸,失笑散,逍遥散,金铃子散合小柴胡汤,良附丸
中医内科,男性，29岁，近3天因生气后出现胃脘胀痛，攻窜不定，嗳气频作，大便不畅，舌苔薄白，脉弦。治宜选用,C,逍遥散,化肝煎,柴胡疏肝散,大柴胡汤,以上均不是
中医内科,患者张某，男，27岁，聚餐后出现胃脘疼痛，胀满拒按，嗳腐吞酸，或呕吐不消化食物，其味腐臭，吐后痛减，不思饮食，大便不爽，得矢气及便后稍舒，舌苔厚腻，脉滑。治宜选用,E,大承气汤,小承气汤,藿香正气丸,半夏泻心汤,保和丸
中医内科,周某某，男，18岁，前日因食过饱后即胃脘胀痛，嗳腐吞酸，大便不畅，苔厚腻，前医曾用保和丸不效，现胃脘痛而便闭，当用保和丸合下列何方治疗为最佳,A,小承气汤,大承气汤,枳实消痞丸,小陷胸汤,理中汤
中医内科,患者胃脘疼痛，如针刺、似刀割，痛有定处，按之痛甚，痛时持久，食后加剧，入夜尤甚，舌质紫黯或有瘀斑，脉涩。治方应首选,E,血府逐瘀汤,桃红四物汤,桃仁红花煎,芍药甘草汤,失笑散合丹参饮加减
中医内科,胃痛暴作，恶寒喜暖，得温痛减，遇寒加重，口淡不渴，或喜热饮，舌淡苔薄白，脉弦紧。证属,A,寒邪客胃证,饮食伤胃证,肝气犯胃证,湿热中阻证,瘀血停胃证
中医内科,胃脘疼痛，如针刺似刀割，痛有定处，按之痛甚，痛时持久，食后加剧，入夜尤甚，舌质紫黯或有瘀斑，脉涩。证属,E,寒邪客胃证,饮食伤胃证,肝气犯胃证,湿热中阻证,瘀血停胃证
